h_fare,h_tips,h_tolls,h_extras,h_total,h_n,comp_name_top10,mop,day,hour,month,weekday,year
60.5,0,0,0,60.5,3,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,2,1,1,2016
632.5,96.8,0,0,729.3,27,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,2,1,1,2016
3.25,0,0,0,3.25,1,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,3,1,1,2016
134.5,23.14,0,0,157.64,10,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,3,1,1,2016
64,0,0,0,64,4,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,4,1,1,2016
275,49.8,0,0,324.8,13,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,4,1,1,2016
53.5,0,0,0,53.5,3,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,5,1,1,2016
191.75,27.24,0,0,218.99,10,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,5,1,1,2016
218,0,0,0,218,11,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,6,1,1,2016
739.85,113.84,0,0,853.69,23,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,6,1,1,2016
202.75,0,0,0,202.75,12,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,7,1,1,2016
653.4,114,0,0,767.4,28,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,7,1,1,2016
20.65,0,0,1,21.65,2,"Dispatch Taxi Affiliation",otro,5,8,1,1,2016
47.25,0,0,0,47.25,13,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,8,1,1,2016
1451.2,270.01,0,0,1721.21,116,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,8,1,1,2016
36.7,0,0,0,36.7,5,"Dispatch Taxi Affiliation",otro,5,9,1,1,2016
207.05,0,0,0,207.05,12,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,9,1,1,2016
2519.2,478.56,0,0,2997.76,210,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,9,1,1,2016
15.25,0,0,1,16.25,2,"Dispatch Taxi Affiliation",otro,5,10,1,1,2016
335.4,0,0,0,335.4,25,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,10,1,1,2016
3128.55,603.01,0,0,3731.56,225,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,10,1,1,2016
100.8,0,0,0,100.8,9,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,11,1,1,2016
2663,524.55,0,0,3187.55,141,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,11,1,1,2016
15.5,0,0,0,15.5,2,"Dispatch Taxi Affiliation",otro,5,12,1,1,2016
11.5,0,0,0,11.5,5,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,12,1,1,2016
2033.1,411.93,0,0,2445.03,152,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,12,1,1,2016
112.75,0,0,0,112.75,15,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,13,1,1,2016
3057.25,596.73,0,0,3653.98,172,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,13,1,1,2016
13.5,0,0,0,13.5,1,"Dispatch Taxi Affiliation",otro,5,14,1,1,2016
7,0,0,0,7,1,"Dispatch Taxi Affiliation",otro,5,14,1,1,2016
159.75,0,0,0,159.75,13,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,14,1,1,2016
2776,501.3,0,0,3277.3,194,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,14,1,1,2016
206.25,0,0,0,206.25,15,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,15,1,1,2016
2756.13,525.54,0,0,3281.67,145,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,15,1,1,2016
102.5,0,0,0,102.5,10,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,16,1,1,2016
3282.45,631.4,0,0,3913.85,178,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,16,1,1,2016
12.5,0,0,1,13.5,1,"Dispatch Taxi Affiliation",otro,5,17,1,1,2016
30.75,0,0,2,32.75,1,"Dispatch Taxi Affiliation",otro,5,17,1,1,2016
125.25,0,0,0,125.25,14,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,17,1,1,2016
3904.2,706.469999999999,0,0,4610.67,234,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,17,1,1,2016
11.75,0,0,0,11.75,1,"Dispatch Taxi Affiliation",otro,5,18,1,1,2016
6.5,0,0,1,7.5,1,"Dispatch Taxi Affiliation",otro,5,18,1,1,2016
73.25,0,0,0,73.25,6,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,18,1,1,2016
3770.2,760.93,0,0,4531.13,258,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,18,1,1,2016
3.25,0,0,0,3.25,1,"Dispatch Taxi Affiliation",otro,5,19,1,1,2016
109.5,0,0,0,109.5,19,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,19,1,1,2016
3955.35,728.23,0,0,4683.58,257,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,19,1,1,2016
7.5,0,0,0,7.5,2,"Dispatch Taxi Affiliation",otro,5,20,1,1,2016
262.55,0,0,0,262.55,16,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,20,1,1,2016
3919.35,764.98,0,0,4684.33,235,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,20,1,1,2016
79,0,0,0,79,12,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,21,1,1,2016
3536.65,700.02,0,0,4236.67,194,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,21,1,1,2016
94.5,0,0,0,94.5,6,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,22,1,1,2016
3904.5,773.3,0,0,4677.8,201,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,22,1,1,2016
73.25,0,0,0,73.25,8,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,5,23,1,1,2016
2266.1,398.34,0,0,2664.44,111,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",5,23,1,1,2016
56.75,0,0,0,56.75,7,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,0,1,2,2016
822.85,170.49,0,0,993.34,57,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,0,1,2,2016
6.5,0,0,0,6.5,2,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,1,1,2,2016
1136.75,203.06,0,0,1339.81,48,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,1,1,2,2016
28.5,0,0,0,28.5,7,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,2,1,2,2016
323.75,84.67,0,0,408.42,18,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,2,1,2,2016
32.25,0,0,0,32.25,3,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,3,1,2,2016
154.7,17.22,0,0,171.92,9,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,3,1,2,2016
12.75,0,0,0,12.75,2,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,4,1,2,2016
172.4,60.03,0,0,232.43,8,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,4,1,2,2016
161.5,0,0,0,161.5,9,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,5,1,2,2016
237.75,30.99,0,0,268.74,12,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,5,1,2,2016
108.25,0,0,0,108.25,6,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,6,1,2,2016
444,85.85,0,0,529.85,14,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,6,1,2,2016
85.5,0,0,0,85.5,5,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,7,1,2,2016
782.1,154.98,0,0,937.08,36,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,7,1,2,2016
33.65,0,0,1,34.65,3,"Dispatch Taxi Affiliation",otro,6,8,1,2,2016
55.25,0,0,0,55.25,13,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,8,1,2,2016
1440.6,300.05,0,0,1740.65,114,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,8,1,2,2016
33.7,0,0,1,34.7,4,"Dispatch Taxi Affiliation",otro,6,9,1,2,2016
122.5,0,0,0,122.5,12,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,9,1,2,2016
2721.95,567.75,0,0,3289.7,233,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,9,1,2,2016
13.5,0,0,0,13.5,1,"Dispatch Taxi Affiliation",otro,6,10,1,2,2016
164.75,0,0,0,164.75,18,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,10,1,2,2016
2898.05,599.43,0,0,3497.48,223,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,10,1,2,2016
5.85,0,0,0,5.85,1,"Dispatch Taxi Affiliation",otro,6,11,1,2,2016
51.25,0,0,0,51.25,10,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,11,1,2,2016
2074.05,409.3,0,0,2483.35,141,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,11,1,2,2016
14.75,0,0,0,14.75,2,"Dispatch Taxi Affiliation",otro,6,12,1,2,2016
109.75,0,0,0,109.75,15,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,12,1,2,2016
2874.78,569.58,0,0,3444.36,179,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,12,1,2,2016
112.25,0,0,0,112.25,7,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,13,1,2,2016
2750.15,510.98,0,0,3261.13,199,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,13,1,2,2016
4.75,0,0,0,4.75,1,"Dispatch Taxi Affiliation",otro,6,14,1,2,2016
315.25,0,0,0,315.25,24,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,14,1,2,2016
2786.3,540.52,0,0,3326.82,171,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,14,1,2,2016
18.5,0,0,0,18.5,2,"Dispatch Taxi Affiliation",otro,6,15,1,2,2016
42.25,0,0,0,42.25,12,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,15,1,2,2016
3075.05,605.68,0,0,3680.73,167,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,15,1,2,2016
118.25,0,0,0,118.25,16,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,16,1,2,2016
3059.5,576.51,0,0,3636.01,160,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,16,1,2,2016
3.25,0,0,0,3.25,1,"Dispatch Taxi Affiliation",otro,6,17,1,2,2016
96.5,0,0,0,96.5,10,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,17,1,2,2016
4036.75,799.11,0,0,4835.86,223,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,17,1,2,2016
171.25,0,0,0,171.25,18,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,18,1,2,2016
5082.2,910.05,0,0,5992.25,300,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,18,1,2,2016
12.75,0,0,0,12.75,2,"Dispatch Taxi Affiliation",otro,6,19,1,2,2016
117.5,0,0,0,117.5,13,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,19,1,2,2016
4592.95,919.94,0,0,5512.89,312,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,19,1,2,2016
6.75,0,0,1,7.75,1,"Dispatch Taxi Affiliation",otro,6,20,1,2,2016
33.65,0,0,2.5,36.15,1,"Dispatch Taxi Affiliation",otro,6,20,1,2,2016
98.75,0,0,0,98.75,7,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,20,1,2,2016
5076.55,906.91,0,0,5983.46,266,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,20,1,2,2016
4.25,0,0,0,4.25,1,"Dispatch Taxi Affiliation",otro,6,21,1,2,2016
362.75,0,0,0,362.75,18,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,21,1,2,2016
3959.25,761.210000000001,0,0,4720.46,197,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,21,1,2,2016
97.75,0,0,0,97.75,6,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,22,1,2,2016
3820.07,722.4,0,0,4542.47,199,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,22,1,2,2016
83,0,0,0,83,11,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,6,23,1,2,2016
2348.95,461.86,0,0,2810.81,141,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",6,23,1,2,2016
70.5,0,0,0,70.5,3,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,0,1,3,2016
1184.2,211.98,0,0,1396.18,72,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,0,1,3,2016
52.5,0,0,0,52.5,2,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,1,1,3,2016
770.35,136.29,0,0,906.64,38,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,1,1,3,2016
5,0,0,0,5,2,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,2,1,3,2016
235,47.91,0,0,282.91,18,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,2,1,3,2016
75.5,0,0,0,75.5,4,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,3,1,3,2016
227.25,45.99,0,0,273.24,13,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,3,1,3,2016
64,0,0,0,64,5,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,4,1,3,2016
225.5,52.95,0,0,278.45,14,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,4,1,3,2016
18.75,0,0,0,18.75,3,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,5,1,3,2016
510.75,93.11,0,0,603.86,21,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,5,1,3,2016
39.25,0,0,0,39.25,5,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,6,1,3,2016
826,176.03,0,0,1002.03,23,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,6,1,3,2016
6.5,0,0,0,6.5,5,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,7,1,3,2016
845.5,162,0,0,1007.5,42,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,7,1,3,2016
24.5,0,0,0,24.5,3,"Dispatch Taxi Affiliation",otro,7,8,1,3,2016
110.75,0,0,0,110.75,12,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,8,1,3,2016
1493.05,291.59,0,0,1784.64,111,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,8,1,3,2016
13.5,0,0,0,13.5,3,"Dispatch Taxi Affiliation",otro,7,9,1,3,2016
28.25,0,0,0,28.25,1,"Dispatch Taxi Affiliation",otro,7,9,1,3,2016
134.75,0,0,0,134.75,15,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,9,1,3,2016
2938.4,584.88,0,0,3523.28,213,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,9,1,3,2016
13.5,0,0,0,13.5,1,"Dispatch Taxi Affiliation",otro,7,10,1,3,2016
201.5,0,0,0,201.5,22,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,10,1,3,2016
3039.2,608.66,0,0,3647.86,228,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,10,1,3,2016
35.75,0,0,4,39.75,1,"Dispatch Taxi Affiliation",otro,7,11,1,3,2016
136,0,0,0,136,16,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,11,1,3,2016
1792.6,384.54,0,0,2177.14,139,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,11,1,3,2016
77.25,0,0,0,77.25,5,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,12,1,3,2016
2970.05,531.53,0,0,3501.58,181,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,12,1,3,2016
5.45,0,0,0,5.45,1,"Dispatch Taxi Affiliation",otro,7,13,1,3,2016
95.5,0,0,0,95.5,8,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,13,1,3,2016
3364.25,639.71,0,0,4003.96,224,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,13,1,3,2016
8,2,0,0,10,1,"Dispatch Taxi Affiliation",otro,7,14,1,3,2016
224.5,0,0,0,224.5,18,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,14,1,3,2016
3510.25,672.99,0,0,4183.24,211,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,14,1,3,2016
13.5,0,0,0,13.5,1,"Dispatch Taxi Affiliation",otro,7,15,1,3,2016
183.25,0,0,0,183.25,15,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,15,1,3,2016
3252.25,644.96,0,0,3897.21,180,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,15,1,3,2016
4.25,0,0,0,4.25,1,"Dispatch Taxi Affiliation",otro,7,16,1,3,2016
180.5,0,0,0,180.5,13,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,16,1,3,2016
3737.25,729.36,0,0,4466.61,189,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,16,1,3,2016
13.5,0,0,0,13.5,1,"Dispatch Taxi Affiliation",otro,7,17,1,3,2016
17.25,0,0,0,17.25,1,"Dispatch Taxi Affiliation",otro,7,17,1,3,2016
205.4,0,0,0,205.4,14,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,17,1,3,2016
4703.8,917.030000000001,0,0,5620.83,255,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,17,1,3,2016
193.5,0,0,0,193.5,14,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,18,1,3,2016
5863.55,1132.29,0,0,6995.84,321,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,18,1,3,2016
21.75,0,0,0,21.75,3,"Dispatch Taxi Affiliation",otro,7,19,1,3,2016
158,0,0,0,158,16,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,19,1,3,2016
5187.9,1003.75,0,0,6191.65,313,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,19,1,3,2016
10.75,0,0,0,10.75,1,"Dispatch Taxi Affiliation",otro,7,20,1,3,2016
154.75,0,0,0,154.75,14,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,20,1,3,2016
6318.7,1204.16,0,0,7522.86,322,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,20,1,3,2016
176.5,0,0,0,176.5,9,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,21,1,3,2016
5271.25,1050.55,0,0,6321.8,257,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,21,1,3,2016
149,0,0,0,149,12,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,22,1,3,2016
5044.65,962.37,0,0,6007.02,248,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,22,1,3,2016
29.75,0,0,0,29.75,4,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,7,23,1,3,2016
3782,752.29,0,0,4534.29,200,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",7,23,1,3,2016
138.75,0,0,0,138.75,9,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,0,1,4,2016
1658,345.99,0,0,2003.99,100,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,0,1,4,2016
143.25,0,0,0,143.25,9,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,1,1,4,2016
1354.5,253.7,0,0,1608.2,77,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,1,1,4,2016
60.75,0,0,0,60.75,5,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,2,1,4,2016
744,161.78,0,0,905.78,48,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,2,1,4,2016
72,0,0,0,72,7,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,3,1,4,2016
399.25,84.11,0,0,483.36,44,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,3,1,4,2016
10.5,0,0,0,10.5,1,"Dispatch Taxi Affiliation",otro,8,4,1,4,2016
44,0,0,0,44,3,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,4,1,4,2016
128.25,32.92,0,0,161.17,12,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,4,1,4,2016
112.75,0,0,0,112.75,4,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,5,1,4,2016
533.75,109.07,0,0,642.82,21,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,5,1,4,2016
17.75,0,0,0,17.75,1,"Dispatch Taxi Affiliation",otro,8,6,1,4,2016
267.25,0,0,0,267.25,13,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,6,1,4,2016
696.75,143.23,0,0,839.98,21,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,6,1,4,2016
11,0,0,0,11,1,"Dispatch Taxi Affiliation",otro,8,7,1,4,2016
154,0,0,0,154,10,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,7,1,4,2016
745.5,146.39,0,0,891.89,37,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,7,1,4,2016
53.25,0,0,0,53.25,2,"Dispatch Taxi Affiliation",otro,8,8,1,4,2016
57.5,0,0,0,57.5,8,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,8,1,4,2016
1522.6,329.57,0,0,1852.17,125,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,8,1,4,2016
105,0,0,0,105,10,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,9,1,4,2016
2517.75,516.06,0,0,3033.81,218,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,9,1,4,2016
5.65,0,0,0,5.65,1,"Dispatch Taxi Affiliation",otro,8,10,1,4,2016
85,0,0,0,85,15,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,10,1,4,2016
3207.05,659.39,0,0,3866.44,238,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,10,1,4,2016
127.75,0,0,0,127.75,8,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,11,1,4,2016
2238.4,453.79,0,0,2692.19,184,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,11,1,4,2016
13.5,0,0,0,13.5,1,"Dispatch Taxi Affiliation",otro,8,12,1,4,2016
21.25,0,0,4,25.25,1,"Dispatch Taxi Affiliation",otro,8,12,1,4,2016
53,0,0,0,53,5,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,12,1,4,2016
3142,609.2,0,0,3751.2,205,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,12,1,4,2016
73.75,0,0,0,73.75,14,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,13,1,4,2016
3714.25,757.189999999999,0,0,4471.44,260,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,13,1,4,2016
8,0,0,0,8,1,"Dispatch Taxi Affiliation",otro,8,14,1,4,2016
7.5,0,0,0,7.5,1,"Dispatch Taxi Affiliation",otro,8,14,1,4,2016
266.5,0,0,0,266.5,18,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,14,1,4,2016
3830.25,721.35,0,0,4551.6,235,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,14,1,4,2016
13.5,0,0,0,13.5,1,"Dispatch Taxi Affiliation",otro,8,15,1,4,2016
242.5,0,0,0,242.5,24,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,15,1,4,2016
3458.28,637.6,0,0,4095.88,208,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,15,1,4,2016
276.25,0,0,0,276.25,23,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,16,1,4,2016
4527,908.81,0,0,5435.81,222,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,16,1,4,2016
278.25,0,0,0,278.25,14,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,17,1,4,2016
4773.2,922.970000000001,0,0,5696.17,261,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,17,1,4,2016
22.5,0,0,0,22.5,3,"Dispatch Taxi Affiliation",otro,8,18,1,4,2016
118.5,0,0,0,118.5,14,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,18,1,4,2016
5007.55,960.58,0,0,5968.13,339,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,18,1,4,2016
190.25,0,0,0,190.25,17,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,19,1,4,2016
5452.5,1045.2,0,0,6497.7,372,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,19,1,4,2016
133.6,0,0,0,133.6,13,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,20,1,4,2016
5339.3,1035.07,0,0,6374.37,322,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,20,1,4,2016
31.75,0,0,4,35.75,1,"Dispatch Taxi Affiliation",otro,8,21,1,4,2016
139,0,0,0,139,9,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,21,1,4,2016
4195.5,791.37,0,0,4986.87,224,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,21,1,4,2016
8,0,0,1,9,1,"Dispatch Taxi Affiliation",otro,8,22,1,4,2016
134.75,0,0,0,134.75,10,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,22,1,4,2016
4787.85,888.42,0,0,5676.27,250,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,22,1,4,2016
103.5,0,0,0,103.5,9,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,8,23,1,4,2016
3222.45,603.34,0,0,3825.79,217,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",8,23,1,4,2016
200.5,0,0,0,200.5,16,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,9,0,1,5,2016
3155.5,578.14,0,0,3733.64,213,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",9,0,1,5,2016
127,0,0,0,127,11,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,9,1,1,5,2016
2680.6,549.31,0,0,3229.91,206,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",9,1,1,5,2016
19.4,0,0,2,21.4,2,"Dispatch Taxi Affiliation",otro,9,2,1,5,2016
99,0,0,0,99,9,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,9,2,1,5,2016
2834.6,552.17,0,0,3386.77,214,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",9,2,1,5,2016
135.75,0,0,0,135.75,12,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,9,3,1,5,2016
2371.95,452.01,0,0,2823.96,212,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",9,3,1,5,2016
5.5,0,0,1.5,7,1,"Dispatch Taxi Affiliation",otro,9,4,1,5,2016
53.5,0,0,0,53.5,2,"Chicago Elite Cab Corp. (Chicago Carriag",Cash,9,4,1,5,2016
1283.75,256.98,0,0,1540.73,116,"Chicago Elite Cab Corp. (Chicago Carriag","Credit Card",9,4,1,5,2016
